"Country","Industry","Industry_simple","Code_num","Code_type","Code_length","Aggregate_level","GVA_abbrev","Units","GVA_total","Currency_ISO","Metric","Metric_type","Year","Base_year","GDP_annual","GDP_perc_norm","Source1","Source1_info","Confidence1","Notes","Source2"
"Chile","Pesca + Agropecuario-Silvícola","Fishing","A","ISIC",1,1,7.44,1e+12,7.44e+12,"CLP","GVA","Constant",2018,"2017","1.79315e+14",4.14912305161308,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.8 Aggregate account of the production of economic activities, volume at prices of the chained previous year, 2021","Medium","Medium confidence because of Spanish :)
AFF = fisheries + forestry and ag
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Trillion after checking annual GDP contr of large industries",NA
"Chile","Pesca + Agropecuario-Silvícola","Fishing","A","ISIC",1,1,7.387,1e+12,7.387e+12,"CLP","GVA","Constant",2019,"2018","1.89435e+14",3.89949059043999,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.8 Aggregate account of the production of economic activities, volume at prices of the chained previous year, 2021","Medium","Medium confidence because of Spanish :)
AFF = fisheries + forestry and ag
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Trillion after checking annual GDP contr of large industries",NA
"Chile","Pesca + Agropecuario-Silvícola","Fishing","A","ISIC",1,1,7.203,1e+12,7.203e+12,"CLP","GVA","Constant",2020,"2019","1.95752e+14",3.67965589112755,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.8 Aggregate account of the production of economic activities, volume at prices of the chained previous year, 2021","Medium","Medium confidence because of Spanish :)
AFF = fisheries + forestry and ag
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Trillion after checking annual GDP contr of large industries",NA
"Chile","Pesca + Agropecuario-Silvícola","Fishing","A","ISIC",1,1,7.517,1e+12,7.517e+12,"CLP","GVA","Constant",2021,"2020","201428894220000",3.73183799132112,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.8 Aggregate account of the production of economic activities, volume at prices of the chained previous year, 2021","Medium","Medium confidence because of Spanish :)
AFF = fisheries + forestry and ag
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Trillion after checking annual GDP contr of large industries",NA
"Chile","Pesca","Fishing","31","ISIC",3,4,1.39,1e+12,1.39e+12,"CLP","GVA","Constant",2018,"2017","1.79315e+14",0.775172183029864,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.8 Aggregate account of the production of economic activities, volume at prices of the chained previous year, 2021","Medium","Medium confidence because of Spanish :)
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Million after checking annual GDP contr of large industries",NA
"Chile","Pesca","Fishing","31","ISIC",3,4,1.398,1e+12,1.398e+12,"CLP","GVA","Constant",2019,"2018","1.89435e+14",0.737984005067701,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.8 Aggregate account of the production of economic activities, volume at prices of the chained previous year, 2021","Medium","Medium confidence because of Spanish :)
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Million after checking annual GDP contr of large industries",NA
"Chile","Pesca","Fishing","31","ISIC",3,4,1.17,1e+12,1.17e+12,"CLP","GVA","Constant",2020,"2019","1.95752e+14",0.597695042707099,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.8 Aggregate account of the production of economic activities, volume at prices of the chained previous year, 2021","Medium","Medium confidence because of Spanish :)
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Million after checking annual GDP contr of large industries",NA
"Chile","Pesca","Fishing","31","ISIC",3,4,1.233,1e+12,1.233e+12,"CLP","GVA","Constant",2021,"2020","201428894220000",0.612126678634954,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.8 Aggregate account of the production of economic activities, volume at prices of the chained previous year, 2021","Medium","Medium confidence because of Spanish :)
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Million after checking annual GDP contr of large industries",NA
"China","Agriculture, Forestry, Animal Husbandry and Fishery industries","Fishing","A","NIC",1,1,73576.9,1e+08,7.35769e+12,"CNY","GVA","Current",2019,"Current","NULL",NA,"https://data.stats.gov.cn/english/easyquery.htm?cn=C01","National accounts > Value add by industry","Medium","Based on ""National Industrial Classification of Economic Activities"" - unique to China, but comparable to ISIC",NA
"China","Agriculture, Forestry, Animal Husbandry and Fishery industries","Fishing","A","NIC",1,1,81396.5,1e+08,8.13965e+12,"CNY","GVA","Current",2020,"Current","NULL",NA,"https://data.stats.gov.cn/english/easyquery.htm?cn=C01","National accounts > Value add by industry","Medium","Based on ""National Industrial Classification of Economic Activities"" - unique to China, but comparable to ISIC",NA
"China","Agriculture, Forestry, Animal Husbandry and Fishery industries","Fishing","A","NIC",1,1,86994.8,1e+08,8.69948e+12,"CNY","GVA","Current",2021,"Current","NULL",NA,"https://data.stats.gov.cn/english/easyquery.htm?cn=C01","National accounts > Value add by industry","Medium","Based on ""National Industrial Classification of Economic Activities"" - unique to China, but comparable to ISIC",NA
"China","Agriculture, Forestry, Animal Husbandry and Fishery industries","Fishing","A","NIC",1,1,92582.4,1e+08,9.25824e+12,"CNY","GVA","Current",2022,"Current","NULL",NA,"https://data.stats.gov.cn/english/easyquery.htm?cn=C01","National accounts > Value add by industry","Medium","Based on ""National Industrial Classification of Economic Activities"" - unique to China, but comparable to ISIC",NA
"Fiji","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,817.3,1e+06,817300000,"FJD","GDP","Constant",2019,"2014","9167032441.78",8.91564424136915,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary
AFF = forestry/logging + fisheries/aquaculture + agriculture",NA
"Fiji","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,842.8,1e+06,842800000,"FJD","GDP","Constant",2020,"2014","9167032441.78",9.19381495977721,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary
AFF = forestry/logging + fisheries/aquaculture + agriculture",NA
"Fiji","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,849.5,1e+06,849500000,"FJD","GDP","Constant",2021,"2014","9167032441.78",9.26690295245698,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary
AFF = forestry/logging + fisheries/aquaculture + agriculture",NA
"Fiji","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,884.3,1e+06,884300000,"FJD","GDP","Constant",2022,"2014","9167032441.78",9.64652416816681,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary
AFF = forestry/logging + fisheries/aquaculture + agriculture",NA
"Fiji","Fishing and aquaculture","Fishing","3","ISIC",2,3,66.2,1e+06,66200000,"FJD","GDP","Constant",2019,"2014","9167032441.78",0.72215300229859,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Fishing and aquaculture","Fishing","3","ISIC",2,3,61.1,1e+06,61100000,"FJD","GDP","Constant",2020,"2014","9167032441.78",0.666518858616976,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Fishing and aquaculture","Fishing","3","ISIC",2,3,50.9,1e+06,50900000,"FJD","GDP","Constant",2021,"2014","9167032441.78",0.55525057125375,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Fishing and aquaculture","Fishing","3","ISIC",2,3,56.8,1e+06,56800000,"FJD","GDP","Constant",2022,"2014","9167032441.78",0.61961163943444,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,1328.1,1e+06,1328100000,"FJD","GDP","Current",2019,"Current","11762059234.96",11.2913901679098,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary
AFF = forestry/logging + fisheries/aquaculture + agriculture",NA
"Fiji","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,1377,1e+06,1.377e+09,"FJD","GDP","Current",2020,"Current","9613154937.34",14.3241215706549,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary
AFF = forestry/logging + fisheries/aquaculture + agriculture",NA
"Fiji","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,1361.8,1e+06,1361800000,"FJD","GDP","Current",2021,"Current","8914140560.82",15.2768513207596,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary
AFF = forestry/logging + fisheries/aquaculture + agriculture",NA
"Fiji","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,1386.1,1e+06,1386100000,"FJD","GDP","Current",2022,"Current","10962961832.45",12.6434810335396,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary
AFF = forestry/logging + fisheries/aquaculture + agriculture",NA
"Fiji","Fishing and aquaculture","Fishing","3","ISIC",2,3,84.1,1e+06,84100000,"FJD","GDP","Current",2019,"Current","11762059234.96",0.715010852436725,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Fishing and aquaculture","Fishing","3","ISIC",2,3,76.7,1e+06,76700000,"FJD","GDP","Current",2020,"Current","9613154937.34",0.797865014138878,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Fishing and aquaculture","Fishing","3","ISIC",2,3,70,1e+06,7e+07,"FJD","GDP","Current",2021,"Current","8914140560.82",0.785269196984266,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Fiji","Fishing and aquaculture","Fishing","3","ISIC",2,3,79,1e+06,7.9e+07,"FJD","GDP","Current",2022,"Current","10962961832.45",0.720608182418027,"https://www.rbf.gov.fj/statistics/economic-and-financial-statistics/#1595821784520-f34abda0-8700","5.2-Gross-Domestic-Product-by-Sectors","High","Annual timeseries with future projections; interesting to see fishing stay fairly consisent but mining and quarrying to increase lots in 2024-25
2022 data is marked preliminary",NA
"Finland","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,5635,1e+06,5.635e+09,"EUR","GVA","Current",2019,"Current","2.39858e+11",2.34930667311493,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,5837,1e+06,5.837e+09,"EUR","GVA","Current",2020,"Current","2.38038e+11",2.45212949192986,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,6108,1e+06,6.108e+09,"EUR","GVA","Current",2021,"Current","2.50923e+11",2.4342128860248,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,6157,1e+06,6.157e+09,"EUR","GVA","Current",2022,"Current","2.68645e+11",2.29187217331423,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Fishing and aquaculture","Fishing","3","ISIC",2,3,115,1e+06,1.15e+08,"EUR","GVA","Current",2019,"Current","2.39858e+11",0.0479450341452026,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Fishing and aquaculture","Fishing","3","ISIC",2,3,108,1e+06,1.08e+08,"EUR","GVA","Current",2020,"Current","2.38038e+11",0.0453709071660827,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Fishing and aquaculture","Fishing","3","ISIC",2,3,135,1e+06,1.35e+08,"EUR","GVA","Current",2021,"Current","2.50923e+11",0.0538013653590942,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Fishing and aquaculture","Fishing","3","ISIC",2,3,144,1e+06,1.44e+08,"EUR","GVA","Current",2022,"Current","2.68645e+11",0.0536023376575034,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > Current prices, millions of euro","High",NA,NA
"Finland","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,5861,1e+06,5.861e+09,"EUR","GVA","Constant",2019,"2018","2.33462e+11",2.5104727964294,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,5757,1e+06,5.757e+09,"EUR","GVA","Constant",2020,"2019","2.39858e+11",2.40017010064288,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,5920,1e+06,5.92e+09,"EUR","GVA","Constant",2021,"2020","2.38038e+11",2.48699787428898,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,5915,1e+06,5.915e+09,"EUR","GVA","Constant",2022,"2021","2.50923e+11",2.35729685999291,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Fishing and aquaculture","Fishing","3","ISIC",2,3,117,1e+06,1.17e+08,"EUR","GVA","Constant",2019,"2018","2.33462e+11",0.050115222177485,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Fishing and aquaculture","Fishing","3","ISIC",2,3,104,1e+06,1.04e+08,"EUR","GVA","Constant",2020,"2019","2.39858e+11",0.0433589874008789,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Fishing and aquaculture","Fishing","3","ISIC",2,3,127,1e+06,1.27e+08,"EUR","GVA","Constant",2021,"2020","2.38038e+11",0.0533528260193751,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"Finland","Fishing and aquaculture","Fishing","3","ISIC",2,3,147,1e+06,1.47e+08,"EUR","GVA","Constant",2022,"2021","2.50923e+11",0.0585837089465693,"https://pxdata.stat.fi/PXWeb/pxweb/en/StatFin/StatFin__vtp/statfin_vtp_pxt_123h.px","123h -- Income and production by sector and industry, annually, 1975-2022* > At previous year's prices, millions of euro","High",NA,NA
"France","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,39,1e+09,3.9e+10,"EUR","GVA","Current",2018,"Current","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6201.xls","High",NA,NA
"France","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,37.1,1e+09,3.71e+10,"EUR","GVA","Current",2019,"Current","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6201.xls","High",NA,NA
"France","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,36.3,1e+09,3.63e+10,"EUR","GVA","Current",2020,"Current","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6201.xls","High",NA,NA
"France","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,41,1e+09,4.1e+10,"EUR","GVA","Current",2021,"Current","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6201.xls","High",NA,NA
"France","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,33,1e+09,3.3e+10,"EUR","GVA","Constant",2018,"2014","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,32.3,1e+09,3.23e+10,"EUR","GVA","Constant",2019,"2014","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,30.2,1e+09,3.02e+10,"EUR","GVA","Constant",2020,"2014","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,30,1e+09,3e+10,"EUR","GVA","Constant",2021,"2014","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Fishing and aquaculture","Fishing","3","ISIC",2,3,0.7,1e+09,7e+08,"EUR","GVA","Constant",2017,"2014","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Fishing and aquaculture","Fishing","3","ISIC",2,3,0.7,1e+09,7e+08,"EUR","GVA","Constant",2018,"2014","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Fishing and aquaculture","Fishing","3","ISIC",2,3,0.7,1e+09,7e+08,"EUR","GVA","Constant",2019,"2014","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"France","Fishing and aquaculture","Fishing","3","ISIC",2,3,0.6,1e+09,6e+08,"EUR","GVA","Constant",2020,"2014","NULL",NA,"https://www.insee.fr/en/statistiques/6439409?sommaire=6439453","t_6202.xls","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,23191,1e+06,2.3191e+10,"EUR","GVA","Current",2018,"Current","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > in current prices (billion EUR)","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,27475,1e+06,2.7475e+10,"EUR","GVA","Current",2019,"Current","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > in current prices (billion EUR)","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,25152,1e+06,2.5152e+10,"EUR","GVA","Current",2020,"Current","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > in current prices (billion EUR)","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,25754,1e+06,2.5754e+10,"EUR","GVA","Current",2021,"Current","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > in current prices (billion EUR)","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,35673,1e+06,3.5673e+10,"EUR","GVA","Current",2022,"Current","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > in current prices (billion EUR)","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,85890,1e+06,8.589e+10,"EUR","GVA","Constant",2018,"2015","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > price adjusted, chain index (2015=100)","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,97590,1e+06,9.759e+10,"EUR","GVA","Constant",2019,"2015","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > price adjusted, chain index (2015=100)","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,100240,1e+06,1.0024e+11,"EUR","GVA","Constant",2020,"2015","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > price adjusted, chain index (2015=100)","High",NA,NA
"Germany","Agriculture, forestry, and fishing","Fishing","A","ISIC",1,1,108240,1e+06,1.0824e+11,"EUR","GVA","Constant",2021,"2015","NULL",NA,"https://www-genesis.destatis.de/genesis/online?operation=abruftabelleBearbeiten&levelindex=1&levelid=1700610367542&auswahloperation=abruftabelleAuspraegungAuswaehlen&auswahlverzeichnis=ordnungsstruktur&auswahlziel=werteabruf&code=81000-0103&auswahltext=&werteabruf=Value+retrieval#abreadcrumb","Search for ""81000-0103""
81000-0013: National accounts of the federal government - gross value added (nominal/
price-adjusted): Germany, years, economic sectors > price adjusted, chain index (2015=100)","High",NA,NA
